# TBLASTN 2.2.31+
# Query: EOG0937004M_0
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
EOG09370082_2	TRINITY_DN7967_c0_g3_i1	50.74	203	67	4	57	226	610	2	9e-45	164
EOG09370082_2	TRINITY_DN7967_c0_g4_i1	64.29	70	25	0	224	293	211	2	4e-26	106
EOG09370082_2	TRINITY_DN7967_c0_g1_i2	33.33	69	31	3	1	54	207	1	3e-06	49.3
EOG09370082_2	TRINITY_DN7967_c0_g1_i1	33.33	69	31	3	1	54	207	1	1e-05	47.4
# TBLASTN 2.2.31+
# Query: EOG09370082_3
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
EOG09370082_3	TRINITY_DN14195_c0_g1_i1	66.06	551	165	9	528	1056	3	1655	0.0	742
EOG09370082_3	TRINITY_DN14195_c0_g1_i1	36.50	337	128	10	1219	1474	2853	3848	1e-40	165
EOG09370082_3	TRINITY_DN14195_c0_g1_i1	34.17	120	43	3	1501	1584	4430	4789	6e-04	45.1
EOG09370082_3	TRINITY_DN7967_c0_g2_i1	67.44	258	71	3	287	531	2	775	9e-114	362
EOG09370082_3	TRINITY_DN7967_c0_g3_i1	54.01	187	51	4	74	226	559	2	2e-51	184
EOG09370082_3	TRINITY_DN7967_c0_g4_i1	60.00	70	28	0	224	293	211	2	2e-25	104
EOG09370082_3	TRINITY_DN7967_c0_g1_i2	43.08	65	22	3	3	52	201	7	2e-06	50.1
EOG09370082_3	TRINITY_DN7967_c0_g1_i1	43.08	65	22	3	3	52	201	7	9e-06	47.4
# TBLASTN 2.2.31+
# Query: EOG09370082_4
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
EOG09370082_4	TRINITY_DN14195_c0_g1_i1	67.21	552	159	9	528	1057	3	1658	0.0	724
EOG09370082_4	TRINITY_DN14195_c0_g1_i1	33.25	379	153	10	1208	1486	2748	3884	8e-44	176
EOG09370082_4	TRINITY_DN14195_c0_g1_i1	34.71	121	37	5	1092	1170	2049	2411	2e-09	63.2
EOG09370082_4	TRINITY_DN14195_c0_g1_i1	30.77	117	45	3	1504	1584	4439	4789	1e-06	53.9
EOG09370082_4	TRINITY_DN14195_c0_g1_i1	40.00	60	32	1	1492	1547	4254	4433	8e-05	48.1
EOG09370082_4	TRINITY_DN7967_c0_g2_i1	65.23	256	76	3	289	531	8	775	5e-109	348
EOG09370082_4	TRINITY_DN7967_c0_g3_i1	50.96	208	67	4	53	226	622	2	1e-39	150
EOG09370082_4	TRINITY_DN7967_c0_g4_i1	57.14	70	30	0	224	293	211	2	1e-24	102
EOG09370082_4	TRINITY_DN7967_c0_g1_i2	36.92	65	26	3	1	50	207	13	3e-06	49.3
EOG09370082_4	TRINITY_DN7967_c0_g1_i1	38.10	63	24	3	1	48	207	19	4e-05	45.8
# TBLASTN 2.2.31+
# Query: EOG09370082_5
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
EOG09370082_5	TRINITY_DN14195_c0_g1_i1	43.25	1281	392	34	528	1473	3	3845	0.0	908
EOG09370082_5	TRINITY_DN7967_c0_g2_i1	67.44	258	71	3	287	531	2	775	2e-113	361
EOG09370082_5	TRINITY_DN7967_c0_g3_i1	53.20	203	62	3	57	226	610	2	8e-59	205
EOG09370082_5	TRINITY_DN7967_c0_g4_i1	61.43	70	27	0	224	293	211	2	4e-26	106
EOG09370082_5	TRINITY_DN7967_c0_g1_i1	40.30	67	25	3	3	54	201	1	1e-06	50.1
EOG09370082_5	TRINITY_DN7967_c0_g1_i2	40.30	67	25	3	3	54	201	1	1e-06	50.4
# TBLASTN 2.2.31+
# Query: EOG09370082_6
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 9 hits found
EOG09370082_6	TRINITY_DN14195_c0_g1_i1	65.88	551	166	9	528	1056	3	1655	0.0	711
EOG09370082_6	TRINITY_DN14195_c0_g1_i1	35.95	331	131	9	1226	1475	2859	3851	9e-52	201
EOG09370082_6	TRINITY_DN14195_c0_g1_i1	30.97	113	42	4	1508	1584	4451	4789	1e-06	53.9
EOG09370082_6	TRINITY_DN14195_c0_g1_i1	23.20	181	67	7	1061	1169	1866	2408	1e-04	47.8
EOG09370082_6	TRINITY_DN7967_c0_g2_i1	63.67	256	80	3	289	531	8	775	1e-105	339
EOG09370082_6	TRINITY_DN7967_c0_g3_i1	52.66	207	65	3	53	226	622	2	3e-49	177
EOG09370082_6	TRINITY_DN7967_c0_g4_i1	60.00	70	28	0	224	293	211	2	6e-26	105
EOG09370082_6	TRINITY_DN7967_c0_g1_i1	34.78	69	30	3	1	54	207	1	3e-05	45.8
EOG09370082_6	TRINITY_DN7967_c0_g1_i2	35.82	67	28	3	3	54	201	1	4e-05	45.8
# TBLASTN 2.2.31+
# Query: EOG09370082_7
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7 hits found
EOG09370082_7	TRINITY_DN14195_c0_g1_i1	65.52	551	168	9	528	1056	3	1655	0.0	745
EOG09370082_7	TRINITY_DN14195_c0_g1_i1	39.05	274	103	7	1265	1474	3027	3848	9e-46	182
EOG09370082_7	TRINITY_DN7967_c0_g2_i1	67.83	258	70	3	287	531	2	775	5e-110	351
EOG09370082_7	TRINITY_DN7967_c0_g3_i1	52.45	204	62	4	57	226	610	2	9e-58	202
EOG09370082_7	TRINITY_DN7967_c0_g4_i1	63.24	68	25	0	224	291	211	8	7e-26	105
EOG09370082_7	TRINITY_DN7967_c0_g1_i1	37.68	69	28	3	1	54	207	1	5e-06	48.5
EOG09370082_7	TRINITY_DN7967_c0_g1_i2	37.68	69	28	3	1	54	207	1	8e-06	48.1
# TBLASTN 2.2.31+
# Query: EOG09370082_8
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
EOG09370082_8	TRINITY_DN14195_c0_g1_i1	66.12	552	165	9	528	1057	3	1658	0.0	728
EOG09370082_8	TRINITY_DN14195_c0_g1_i1	37.43	334	128	9	1226	1478	2859	3860	1e-55	214
EOG09370082_8	TRINITY_DN14195_c0_g1_i1	32.48	117	43	4	1504	1584	4439	4789	8e-08	57.8
EOG09370082_8	TRINITY_DN14195_c0_g1_i1	29.01	131	51	5	1081	1169	2016	2408	1e-05	50.8
EOG09370082_8	TRINITY_DN14195_c0_g1_i1	43.86	57	28	1	1495	1547	4263	4433	4e-05	48.9
EOG09370082_8	TRINITY_DN7967_c0_g2_i1	64.45	256	78	3	289	531	8	775	2e-111	355
EOG09370082_8	TRINITY_DN7967_c0_g3_i1	54.75	179	48	4	81	226	538	2	2e-48	175
EOG09370082_8	TRINITY_DN7967_c0_g4_i1	60.00	70	28	0	224	293	211	2	3e-27	109
EOG09370082_8	TRINITY_DN7967_c0_g1_i2	37.50	64	25	3	2	50	204	13	6e-05	45.1
EOG09370082_8	TRINITY_DN7967_c0_g1_i1	37.50	64	25	3	2	50	204	13	2e-04	43.1
# TBLASTN 2.2.31+
# Query: EOG09370082_9
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7 hits found
EOG09370082_9	TRINITY_DN14195_c0_g1_i1	65.58	552	168	9	528	1057	3	1658	0.0	738
EOG09370082_9	TRINITY_DN14195_c0_g1_i1	35.76	330	131	9	1226	1474	2859	3848	3e-32	137
EOG09370082_9	TRINITY_DN14195_c0_g1_i1	29.13	127	47	5	1085	1169	2031	2408	7e-06	51.6
EOG09370082_9	TRINITY_DN7967_c0_g2_i1	63.18	258	78	3	289	531	8	775	5e-103	332
EOG09370082_9	TRINITY_DN7967_c0_g3_i1	53.63	179	50	3	81	226	538	2	7e-41	153
EOG09370082_9	TRINITY_DN7967_c0_g4_i1	57.14	70	30	0	224	293	211	2	1e-24	102
EOG09370082_9	TRINITY_DN7967_c0_g1_i2	42.86	63	21	3	2	49	204	16	2e-04	43.5
# TBLASTN 2.2.31+
# Query: EOG093700N7_0
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG093700N7_0	TRINITY_DN5966_c0_g1_i1	72.64	329	54	5	105	397	989	3	8e-169	496
EOG093700N7_0	TRINITY_DN5966_c0_g3_i1	69.92	123	23	2	1	109	298	666	2e-52	184
EOG093700N7_0	TRINITY_DN5966_c0_g2_i1	50.68	219	74	6	393	577	3065	2409	9e-45	175
EOG093700N7_0	TRINITY_DN5966_c0_g2_i1	27.19	423	138	15	596	852	1820	564	1e-21	101
EOG093700N7_0	TRINITY_DN5966_c0_g2_i2	51.02	196	63	5	393	555	799	212	1e-43	160
# TBLASTN 2.2.31+
# Query: EOG093700N7_1
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG093700N7_1	TRINITY_DN5966_c0_g1_i1	67.17	329	72	5	105	397	989	3	2e-145	436
EOG093700N7_1	TRINITY_DN5966_c0_g3_i1	66.67	105	30	1	10	109	352	666	3e-45	164
EOG093700N7_1	TRINITY_DN5966_c0_g2_i2	55.41	157	51	4	393	532	799	335	1e-42	158
EOG093700N7_1	TRINITY_DN5966_c0_g2_i1	42.22	270	115	7	393	626	3065	2271	2e-42	168
EOG093700N7_1	TRINITY_DN5966_c0_g2_i1	27.78	270	117	7	635	827	1538	732	2e-14	78.2
# TBLASTN 2.2.31+
# Query: EOG093700N7_2
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG093700N7_2	TRINITY_DN5966_c0_g1_i1	66.57	329	74	5	105	397	989	3	4e-144	433
EOG093700N7_2	TRINITY_DN5966_c0_g3_i1	67.89	109	30	1	6	109	340	666	7e-49	174
EOG093700N7_2	TRINITY_DN5966_c0_g2_i2	52.05	146	55	4	393	523	799	362	2e-35	137
EOG093700N7_2	TRINITY_DN5966_c0_g2_i1	52.05	146	55	4	393	523	3065	2628	4e-33	138
EOG093700N7_2	TRINITY_DN5966_c0_g2_i1	26.98	315	121	12	646	852	1505	564	3e-23	106
# TBLASTN 2.2.31+
# Query: EOG093700N7_3
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7 hits found
EOG093700N7_3	TRINITY_DN5966_c0_g1_i1	66.87	329	73	5	105	397	989	3	2e-143	431
EOG093700N7_3	TRINITY_DN5966_c0_g3_i1	69.52	105	27	1	10	109	352	666	3e-45	164
EOG093700N7_3	TRINITY_DN5966_c0_g2_i1	49.30	215	75	6	393	573	3065	2421	5e-37	150
EOG093700N7_3	TRINITY_DN5966_c0_g2_i1	28.53	319	121	10	635	847	1538	585	2e-23	107
EOG093700N7_3	TRINITY_DN5966_c0_g2_i2	50.25	197	65	5	393	556	799	209	7e-37	142
EOG093700N7_3	TRINITY_DN3412_c0_g1_i1	25.00	192	106	8	648	808	1422	868	2e-05	48.5
EOG093700N7_3	TRINITY_DN3412_c0_g1_i2	25.00	192	106	8	648	808	1422	868	2e-05	48.5
# TBLASTN 2.2.31+
# Query: EOG093700N7_4
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG093700N7_4	TRINITY_DN5966_c0_g1_i1	65.35	329	78	5	105	397	989	3	7e-154	458
EOG093700N7_4	TRINITY_DN5966_c0_g3_i1	62.60	123	32	2	1	109	298	666	2e-47	170
EOG093700N7_4	TRINITY_DN5966_c0_g2_i2	47.95	146	61	4	393	523	799	362	2e-31	125
EOG093700N7_4	TRINITY_DN5966_c0_g2_i1	47.95	146	61	4	393	523	3065	2628	2e-29	126
EOG093700N7_4	TRINITY_DN5966_c0_g2_i1	26.88	346	136	14	609	840	1646	618	4e-22	103
# TBLASTN 2.2.31+
# Query: EOG093700N7_5
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG093700N7_5	TRINITY_DN5966_c0_g1_i1	67.17	329	72	5	105	397	989	3	8e-142	427
EOG093700N7_5	TRINITY_DN5966_c0_g3_i1	60.16	123	35	2	1	109	298	666	5e-45	163
EOG093700N7_5	TRINITY_DN5966_c0_g2_i1	45.45	220	86	6	393	578	3065	2406	1e-30	130
EOG093700N7_5	TRINITY_DN5966_c0_g2_i1	29.63	297	106	9	646	840	1505	618	1e-23	107
EOG093700N7_5	TRINITY_DN5966_c0_g2_i2	47.45	196	70	5	393	555	799	212	1e-29	120
# TBLASTN 2.2.31+
# Query: EOG093700N7_6
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7 hits found
EOG093700N7_6	TRINITY_DN5966_c0_g1_i1	65.65	329	77	5	105	397	989	3	4e-141	425
EOG093700N7_6	TRINITY_DN5966_c0_g3_i1	61.79	123	33	2	1	109	298	666	1e-46	168
EOG093700N7_6	TRINITY_DN5966_c0_g2_i2	51.28	117	42	4	393	494	799	449	5e-27	113
EOG093700N7_6	TRINITY_DN5966_c0_g2_i1	51.28	117	42	4	393	494	3065	2715	1e-25	114
EOG093700N7_6	TRINITY_DN5966_c0_g2_i1	29.28	263	108	8	644	829	1511	726	9e-19	92.0
EOG093700N7_6	TRINITY_DN526_c0_g1_i2	25.00	164	101	6	644	789	352	831	7e-04	43.9
EOG093700N7_6	TRINITY_DN526_c0_g1_i1	25.00	164	101	6	644	789	352	831	7e-04	43.9
# TBLASTN 2.2.31+
# Query: EOG093700N7_7
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG093700N7_7	TRINITY_DN5966_c0_g1_i1	68.39	329	68	5	105	397	989	3	3e-134	407
EOG093700N7_7	TRINITY_DN5966_c0_g3_i1	59.35	123	36	2	1	109	298	666	8e-44	160
EOG093700N7_7	TRINITY_DN5966_c0_g2_i2	47.96	196	69	5	393	555	799	212	6e-32	127
EOG093700N7_7	TRINITY_DN5966_c0_g2_i1	46.73	214	80	6	393	572	3065	2424	9e-32	134
EOG093700N7_7	TRINITY_DN5966_c0_g2_i1	27.59	319	124	10	635	847	1538	585	6e-23	105
# TBLASTN 2.2.31+
# Query: EOG093700N7_8
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG093700N7_8	TRINITY_DN5966_c0_g1_i1	65.96	329	76	5	105	397	989	3	5e-152	453
EOG093700N7_8	TRINITY_DN5966_c0_g3_i1	62.60	123	32	2	1	109	298	666	1e-47	171
EOG093700N7_8	TRINITY_DN5966_c0_g2_i2	48.63	146	60	4	393	523	799	362	1e-34	135
EOG093700N7_8	TRINITY_DN5966_c0_g2_i1	43.69	206	79	5	393	563	3065	2454	6e-33	137
EOG093700N7_8	TRINITY_DN5966_c0_g2_i1	28.43	299	111	10	644	840	1511	618	2e-19	94.0
# TBLASTN 2.2.31+
# Query: EOG093700N7_9
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG093700N7_9	TRINITY_DN5966_c0_g1_i1	67.17	329	72	5	105	397	989	3	6e-155	461
EOG093700N7_9	TRINITY_DN5966_c0_g2_i2	46.19	210	78	6	393	567	799	170	5e-46	167
EOG093700N7_9	TRINITY_DN5966_c0_g3_i1	59.35	123	36	2	1	109	298	666	3e-44	161
EOG093700N7_9	TRINITY_DN5966_c0_g2_i1	47.39	211	77	6	393	569	3065	2433	6e-44	172
# TBLASTN 2.2.31+
# Query: EOG0937017X_0
# Database: ./tmp/LeptodorusBusco_1072938384
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 44 hits found
EOG0937017X_0	TRINITY_DN4443_c0_g1_i2	60.99	223	62	4	708	905	2739	3407	4e-62	229
EOG0937017X_0	TRINITY_DN4443_c0_g1_i2	74.07	162	39	2	67	225	3	488	6e-51	195
EOG0937017X_0	TRINITY_DN4443_c0_g1_i2	51.52	132	48	4	402	517	1431	1826	2e-34	143
EOG0937017X_0	TRINITY_DN4443_c0_g1_i3	60.99	223	62	4	708	905	2810	3478	6e-62	229
EOG0937017X_0	TRINITY_DN4443_c0_g1_i3	74.07	162	39	2	67	225	3	488	9e-51	194
EOG0937017X_0	TRINITY_DN4443_c0_g1_i3	51.52	132	48	4	402	517	1431	1826	2e-34	143
EOG0937017X_0	TRINITY_DN4443_c0_g2_i1	85.29	68	10	0	1	68	120	323	6e-32	122
EOG0937017X_0	TRINITY_DN21856_c0_g1_i1	48.18	110	56	1	14	123	3	329	2e-26	107
EOG0937017X_0	TRINITY_DN3919_c1_g1_i2	44.53	128	56	2	743	855	414	31	1e-22	103
EOG0937017X_0	TRINITY_DN3919_c1_g1_i2	29.23	130	71	4	410	518	1815	1426	2e-11	68.2
EOG0937017X_0	TRINITY_DN3919_c1_g1_i1	44.53	128	56	2	743	855	414	31	2e-22	103
EOG0937017X_0	TRINITY_DN3919_c1_g1_i1	29.23	130	71	4	410	518	1815	1426	2e-11	68.2
EOG0937017X_0	TRINITY_DN3919_c1_g1_i3	44.53	128	56	2	743	855	414	31	3e-22	103
EOG0937017X_0	TRINITY_DN3919_c1_g1_i3	29.23	130	71	4	410	518	1815	1426	2e-11	68.2
EOG0937017X_0	TRINITY_DN4568_c0_g3_i1	32.32	164	103	4	743	900	716	231	1e-18	92.0
EOG0937017X_0	TRINITY_DN4568_c0_g3_i1	36.91	149	65	6	390	511	2201	1761	4e-12	70.9
EOG0937017X_0	TRINITY_DN2373_c0_g1_i5	33.86	127	79	4	762	883	1420	1800	7e-14	76.3
EOG0937017X_0	TRINITY_DN2373_c0_g1_i2	33.86	127	79	4	762	883	2767	3147	1e-13	76.3
EOG0937017X_0	TRINITY_DN2373_c0_g1_i1	33.86	127	79	4	762	883	2701	3081	2e-13	75.5
EOG0937017X_0	TRINITY_DN2373_c0_g1_i4	33.86	127	79	4	762	883	2807	3187	2e-13	75.5
EOG0937017X_0	TRINITY_DN13725_c0_g1_i1	29.09	165	108	3	3	165	43	516	2e-11	68.2
EOG0937017X_0	TRINITY_DN13725_c0_g1_i1	33.08	130	80	4	761	883	3277	3666	1e-10	66.2
EOG0937017X_0	TRINITY_DN4443_c0_g1_i1	48.60	107	55	0	708	814	854	1174	3e-11	66.6
EOG0937017X_0	TRINITY_DN2373_c0_g2_i1	27.70	148	100	2	11	151	83	526	1e-10	62.4
EOG0937017X_0	TRINITY_DN5199_c0_g1_i1	39.76	83	47	2	804	883	209	457	4e-09	58.2
EOG0937017X_0	TRINITY_DN5199_c0_g1_i2	39.76	83	47	2	804	883	1418	1666	1e-08	58.9
EOG0937017X_0	TRINITY_DN4568_c0_g1_i1	36.84	76	47	1	14	88	3	230	5e-08	53.5
EOG0937017X_0	TRINITY_DN552_c0_g1_i19	45.31	64	32	2	845	905	1119	1310	9e-06	49.7
EOG0937017X_0	TRINITY_DN552_c0_g1_i21	45.31	64	32	2	845	905	1155	1346	1e-05	49.7
EOG0937017X_0	TRINITY_DN552_c0_g1_i9	45.31	64	32	2	845	905	1269	1460	1e-05	49.7
EOG0937017X_0	TRINITY_DN552_c0_g1_i2	45.31	64	32	2	845	905	1241	1432	1e-05	49.3
EOG0937017X_0	TRINITY_DN552_c0_g1_i16	45.31	64	32	2	845	905	1277	1468	1e-05	49.3
EOG0937017X_0	TRINITY_DN552_c0_g1_i12	45.31	64	32	2	845	905	1391	1582	1e-05	49.3
EOG0937017X_0	TRINITY_DN552_c0_g1_i7	45.31	64	32	2	845	905	1427	1618	1e-05	49.3
EOG0937017X_0	TRINITY_DN552_c0_g1_i5	45.31	64	32	2	845	905	1241	1432	1e-05	49.3
